idspecies,ideunis,sourceid,habitat,level,belongsto,notes
23746,J,363,"Constructed, industrial and other artificial habitats",1,,
23748,C,363,Inland surface water habitats,1,,
23748,E,363,Grassland and tall forb habitats,1,,
23748,G,,Woodland and forest habitats and other wooded land,1,,
23748,J,363,"Constructed, industrial and other artificial habitats",1,,
23749,B,427,Coastal habitats,1,,
23749,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
23749,I,363,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
23749,I2,451,Cultivated areas of gardens and parks,2,I,Disturbed areas
23749,I5,412,,,,
23749,J,448,"Constructed, industrial and other artificial habitats",1,,Urban areas
23749,J2,427,Low density buildings,2,J,
23749,J6,328,Waste deposits,2,J,
23754,B,500,Coastal habitats,1,,
23754,C2,500,Surface running waters,2,C,
23754,E,500,Grassland and tall forb habitats,1,,
23754,H,500,Inland unvegetated or sparsely vegetated habitats,1,,
23754,J,500,"Constructed, industrial and other artificial habitats",1,,
23758,E,363,Grassland and tall forb habitats,1,,
23758,J,363,"Constructed, industrial and other artificial habitats",1,,
23762,C,162,Inland surface water habitats,1,,
23762,C2,328,Surface running waters,2,C,
23762,C3,76,Littoral zone of inland surface waterbodies,2,C,Riparian habitats
23762,D,,"Mire, bog and fen habitats",1,,Wetlands
23762,D5,412,"Sedge and reedbeds, normally without free-standing water",2,D,
23762,E,446,Grassland and tall forb habitats,1,,Grass and heathlands
23762,E2,412,Mesic grasslands,2,E,
23762,E5,76,Woodland fringes and clearings and tall forb stands,2,E,"Grassland, forest edges"
23762,E6,412,Inland salt steppes,2,E,
23762,F9,412,Riverine and fen scrubs,2,F,
23762,FA,500,Hedgerows,2,F,
23762,G,361,Woodland and forest habitats and other wooded land,1,,
23762,G1,500,Broadleaved deciduous woodland,2,G,
23762,G3,500,Coniferous woodland,2,G,
23762,G5,412,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,
23762,H,361,Inland unvegetated or sparsely vegetated habitats,1,,
23762,H3,412,"Inland cliffs, rock pavements and outcrops",2,H,
23762,I,500,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
23762,I1,349,Arable land and market gardens,2,I,
23762,I2,446,Cultivated areas of gardens and parks,2,I,Disturbed areas
23762,J,765,"Constructed, industrial and other artificial habitats",1,,
23762,J2,427,Low density buildings,2,J,
23762,J4,76,Transport networks and other constructed hard-surfaced areas,2,J,Railway embankments
23762,X25,763,Domestic gardens of villages and urban peripheries,2,X,
23765,J,160,"Constructed, industrial and other artificial habitats",1,,
23772,B,500,Coastal habitats,1,,
23772,C2,328,Surface running waters,2,C,
23772,C3,76,Littoral zone of inland surface waterbodies,2,C,Riparian habitats
23772,D,,"Mire, bog and fen habitats",1,,Wetlands
23772,D5,76,"Sedge and reedbeds, normally without free-standing water",2,D,Freshwater wetlands
23772,E,500,Grassland and tall forb habitats,1,,
23772,E2,328,Mesic grasslands,2,E,
23772,E3,328,Seasonally wet and wet grasslands,2,E,
23772,E5,76,Woodland fringes and clearings and tall forb stands,2,E,"Grassland, forest edges"
23772,E6,412,Inland salt steppes,2,E,
23772,F9,412,Riverine and fen scrubs,2,F,
23772,G,363,Woodland and forest habitats and other wooded land,1,,
23772,G1,412,Broadleaved deciduous woodland,2,G,
23772,G5,412,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,
23772,H,500,Inland unvegetated or sparsely vegetated habitats,1,,
23772,I,500,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
23772,I1,349,Arable land and market gardens,2,I,
23772,I2,446,Cultivated areas of gardens and parks,2,I,Disturbed areas
23772,J,76,"Constructed, industrial and other artificial habitats",1,,Disturbed sites
23772,X25,745,Domestic gardens of villages and urban peripheries,2,X,
23780,C,162,Inland surface water habitats,1,,
23780,J,162,"Constructed, industrial and other artificial habitats",1,,
23783,E,,Grassland and tall forb habitats,1,,
23783,G,,Woodland and forest habitats and other wooded land,1,,
23783,J,158,"Constructed, industrial and other artificial habitats",1,,
23793,B,500,Coastal habitats,1,,
23793,E,500,Grassland and tall forb habitats,1,,
23793,E3,328,Seasonally wet and wet grasslands,2,E,
23793,E5,349,Woodland fringes and clearings and tall forb stands,2,E,
23793,F9,500,Riverine and fen scrubs,2,F,
23793,G,162,Woodland and forest habitats and other wooded land,1,,
23793,G1,500,Broadleaved deciduous woodland,2,G,
23793,I,500,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
23793,J,76,"Constructed, industrial and other artificial habitats",1,,Ruderal
23793,J4,349,Transport networks and other constructed hard-surfaced areas,2,J,
23807,E3,333,Seasonally wet and wet grasslands,2,E,
23815,D1,107,Raised and blanket bogs,2,D,
23815,G3,107,Coniferous woodland,2,G,
23815,J,158,"Constructed, industrial and other artificial habitats",1,,
23815,J4,107,Transport networks and other constructed hard-surfaced areas,2,J,ruderals
23823,I1,260,Arable land and market gardens,2,I,Gardens and neighbouring cultivated areas
23823,I2,260,Cultivated areas of gardens and parks,2,I,Gardens and neighbouring cultivated areas
23824,I,500,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
23824,J,498,"Constructed, industrial and other artificial habitats",1,,
23827,C3,412,Littoral zone of inland surface waterbodies,2,C,
23827,D,500,"Mire, bog and fen habitats",1,,
23827,D5,412,"Sedge and reedbeds, normally without free-standing water",2,D,
23827,E,500,Grassland and tall forb habitats,1,,
23827,E2,412,Mesic grasslands,2,E,
23827,E3,412,Seasonally wet and wet grasslands,2,E,
23827,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
23827,E6,412,Inland salt steppes,2,E,
23827,G1,500,Broadleaved deciduous woodland,2,G,
23827,G3,500,Coniferous woodland,2,G,
23827,G5,412,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,
23827,H2,412,Screes,2,H,
23827,H3,412,"Inland cliffs, rock pavements and outcrops",2,H,
23827,H5,412,Miscellaneous inland habitats with very sparse or no vegetation,2,H,
23827,I,474,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
23827,I5,412,,,,
23827,J,500,"Constructed, industrial and other artificial habitats",1,,
23827,X25,500,Domestic gardens of villages and urban peripheries,2,X,
23830,B,500,Coastal habitats,1,,
23830,C3,412,Littoral zone of inland surface waterbodies,2,C,
23830,D5,412,"Sedge and reedbeds, normally without free-standing water",2,D,
23830,E,500,Grassland and tall forb habitats,1,,
23830,E2,412,Mesic grasslands,2,E,
23830,E3,412,Seasonally wet and wet grasslands,2,E,
23830,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
23830,E6,412,Inland salt steppes,2,E,
23830,F2,500,"Arctic, alpine and subalpine scrub",2,F,
23830,F3,412,Temperate and mediterranean-montane scrub,2,F,
23830,F9,500,Riverine and fen scrubs,2,F,
23830,G1,500,Broadleaved deciduous woodland,2,G,
23830,G3,500,Coniferous woodland,2,G,
23830,G5,412,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,
23830,H2,412,Screes,2,H,
23830,H3,412,"Inland cliffs, rock pavements and outcrops",2,H,
23830,H5,412,Miscellaneous inland habitats with very sparse or no vegetation,2,H,
23830,I,500,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
23830,I5,412,,,,
23830,J,500,"Constructed, industrial and other artificial habitats",1,,
23830,X25,500,Domestic gardens of villages and urban peripheries,2,X,
23832,B1,333,Coastal dunes and sandy shores,2,B,"coastal sands, cliffs, and landslides, cultivated ground."
23832,H,336,Inland unvegetated or sparsely vegetated habitats,1,,
23832,I,336,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
23832,J,336,"Constructed, industrial and other artificial habitats",1,,
23834,J,363,"Constructed, industrial and other artificial habitats",1,,
23836,C3,379,Littoral zone of inland surface waterbodies,2,C,
23836,G1,379,Broadleaved deciduous woodland,2,G,
23836,I1,367,Arable land and market gardens,2,I,irrigated soils (cotton fields)
23836,I2,369,Cultivated areas of gardens and parks,2,I,weed in vegetable gardens
23836,J,162,"Constructed, industrial and other artificial habitats",1,,
23836,J4,369,Transport networks and other constructed hard-surfaced areas,2,J,moist and shady sides of roads
23841,C3,54,Littoral zone of inland surface waterbodies,2,C,dry river beds
23841,E5,54,Woodland fringes and clearings and tall forb stands,2,E,ruderal places near coast
23841,I,336,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
23841,I1,244,Arable land and market gardens,2,I,Agricultural areas
23841,I2,446,Cultivated areas of gardens and parks,2,I,Disturbed areas
23841,J,363,"Constructed, industrial and other artificial habitats",1,,
23846,C3,379,Littoral zone of inland surface waterbodies,2,C,
23846,D4,252,Base-rich fens and calcareous spring mires,2,D,Pasia Livadi
23846,E,500,Grassland and tall forb habitats,1,,
23846,E2,412,Mesic grasslands,2,E,
23846,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
23846,F9,500,Riverine and fen scrubs,2,F,
23846,FA,500,Hedgerows,2,F,
23846,G1,500,Broadleaved deciduous woodland,2,G,
23846,H3,500,"Inland cliffs, rock pavements and outcrops",2,H,
23846,I,500,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
23846,I1,,Arable land and market gardens,2,I,Agricultural areas
23846,I2,328,Cultivated areas of gardens and parks,2,I,
23846,J,500,"Constructed, industrial and other artificial habitats",1,,
23846,J2,379,Low density buildings,2,J,
23846,J4,379,Transport networks and other constructed hard-surfaced areas,2,J,
23846,X25,500,Domestic gardens of villages and urban peripheries,2,X,
23861,F6,249,Garrigue,2,F,
23861,H,76,Inland unvegetated or sparsely vegetated habitats,1,,Lowland pioneer
23861,I1,249,Arable land and market gardens,2,I,abandoned vineyard
23861,J,160,"Constructed, industrial and other artificial habitats",1,,
23861,J4,249,Transport networks and other constructed hard-surfaced areas,2,J,roadsides
23866,E,500,Grassland and tall forb habitats,1,,
23866,G1,500,Broadleaved deciduous woodland,2,G,
23866,I1,,Arable land and market gardens,2,I,Agricultural areas
23866,J,500,"Constructed, industrial and other artificial habitats",1,,
23866,X1,500,Estuaries,2,AA,
23866,X3,500,Brackish coastal lagoons,2,AA,
23869,C,500,Inland surface water habitats,1,,
23869,E,500,Grassland and tall forb habitats,1,,
23869,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
23869,F9,506,Riverine and fen scrubs,2,F,
23869,G1,412,Broadleaved deciduous woodland,2,G,
23869,G5,412,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,
23869,I,500,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
23869,J,500,"Constructed, industrial and other artificial habitats",1,,
23869,X11,328,Large parks,2,X,
23869,X25,500,Domestic gardens of villages and urban peripheries,2,X,
23892,B,500,Coastal habitats,1,,
23892,D,500,"Mire, bog and fen habitats",1,,
23892,E,500,Grassland and tall forb habitats,1,,
23892,E3,252,Seasonally wet and wet grasslands,2,E,wet place at Trikoukia
23892,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
23892,F9,79,Riverine and fen scrubs,2,F,
23892,G1,412,Broadleaved deciduous woodland,2,G,
23892,G3,379,Coniferous woodland,2,G,
23892,G5,412,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,
23892,H,500,Inland unvegetated or sparsely vegetated habitats,1,,
23892,H3,412,"Inland cliffs, rock pavements and outcrops",2,H,
23892,H5,79,Miscellaneous inland habitats with very sparse or no vegetation,2,H,
23892,I,363,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
23892,I2,446,Cultivated areas of gardens and parks,2,I,Disturbed areas
23892,J,500,"Constructed, industrial and other artificial habitats",1,,
23892,J4,379,Transport networks and other constructed hard-surfaced areas,2,J,
23892,J6,361,Waste deposits,2,J,
23892,X25,379,Domestic gardens of villages and urban peripheries,2,X,
23915,B,496,Coastal habitats,1,,
23915,C2,412,Surface running waters,2,C,
23915,C3,412,Littoral zone of inland surface waterbodies,2,C,
23915,D5,412,"Sedge and reedbeds, normally without free-standing water",2,D,
23915,E,466,Grassland and tall forb habitats,1,,
23915,E1,412,Dry grasslands,2,E,
23915,E2,412,Mesic grasslands,2,E,
23915,E3,412,Seasonally wet and wet grasslands,2,E,
23915,E4,412,Alpine and subalpine grasslands,2,E,
23915,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
23915,E6,412,Inland salt steppes,2,E,
23915,F2,412,"Arctic, alpine and subalpine scrub",2,F,
23915,F3,412,Temperate and mediterranean-montane scrub,2,F,
23915,F4,412,Temperate shrub heathland,2,F,
23915,F9,496,Riverine and fen scrubs,2,F,
23915,FA,107,Hedgerows,2,F,hedges
23915,G,361,Woodland and forest habitats and other wooded land,1,,
23915,G1,466,Broadleaved deciduous woodland,2,G,
23915,G3,412,Coniferous woodland,2,G,
23915,G5,412,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,
23915,H2,412,Screes,2,H,
23915,H3,412,"Inland cliffs, rock pavements and outcrops",2,H,
23915,H5,412,Miscellaneous inland habitats with very sparse or no vegetation,2,H,
23915,I,496,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
23915,I1,107,Arable land and market gardens,2,I,margins
23915,I5,412,,,,
23915,J,496,"Constructed, industrial and other artificial habitats",1,,
23915,J2,427,Low density buildings,2,J,
23915,J6,361,Waste deposits,2,J,
23915,X25,496,Domestic gardens of villages and urban peripheries,2,X,
23924,I2,379,Cultivated areas of gardens and parks,2,I,
23930,C2,328,Surface running waters,2,C,
23930,E,500,Grassland and tall forb habitats,1,,
23930,E2,448,Mesic grasslands,2,E,Meadows
23930,E3,412,Seasonally wet and wet grasslands,2,E,
23930,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
23930,G1,412,Broadleaved deciduous woodland,2,G,
23930,G4,,Mixed deciduous and coniferous woodland,2,G,Mixed conifer/broadleaf forest
23930,G5,412,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,
23930,I2,451,Cultivated areas of gardens and parks,2,I,Disturbed areas
23930,J,500,"Constructed, industrial and other artificial habitats",1,,
23937,J,76,"Constructed, industrial and other artificial habitats",1,,Ruderal
